Dealer name,Dealer adress,Purchase price,Reselling price,Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item
Autohaus Dallgow GmbH,"Wilmsstrasse 120
14624 Dallgow-Döberitz
,,,10824,Volkswagen-Polo-Allstar-1.0-TSI-DSG-Kurvenlicht--PDCv-h-SHZ,,,,,,,,3 Monate,,1000 km,,,ADA,0,,0,deny,manual,449,,FALSCH,WAHR
,,,10767,Volkswagen-Polo-Allstar-1.0-TSI-DSG-Kurvenlicht--PDCv-h-SHZ,,,,,,,,3 Monate,,1500 km,,,ADA,0,,0,deny,manual,470,,FALSCH,WAHR
,,,10710,Volkswagen-Polo-Allstar-1.0-TSI-DSG-Kurvenlicht--PDCv-h-SHZ,,,,,,,,3 Monate,,2000 km,,,ADA,0,,0,deny,manual,491,,FALSCH,WAHR
,,,10653,Volkswagen-Polo-Allstar-1.0-TSI-DSG-Kurvenlicht--PDCv-h-SHZ,,,,,,,,3 Monate,,2500 km,,,ADA,0,,0,deny,manual,512,,FALSCH,WAHR
,,,10744,Volkswagen-Polo-Allstar-1.0-TSI-DSG-Kurvenlicht--PDCv-h-SHZ,,,,,,,,4 Monate,,500 km,,,ADA,0,,0,deny,manual,408,,FALSCH,WAHR
,,,10668,Volkswagen-Polo-Allstar-1.0-TSI-DSG-Kurvenlicht--PDCv-h-SHZ,,,,,,,,4 Monate,,1000 km,,,ADA,0,,0,deny,manual,429,,FALSCH,WAHR
,,,10593,Volkswagen-Polo-Allstar-1.0-TSI-DSG-Kurvenlicht--PDCv-h-SHZ,,,,,,,,4 Monate,,1500 km,,,ADA,0,,0,deny,manual,450,,FALSCH,WAHR
,,,10517,Volkswagen-Polo-Allstar-1.0-TSI-DSG-Kurvenlicht--PDCv-h-SHZ,,,,,,,,4 Monate,,2000 km,,,ADA,0,,0,deny,manual,471,,FALSCH,WAHR
,,,10441,Volkswagen-Polo-Allstar-1.0-TSI-DSG-Kurvenlicht--PDCv-h-SHZ,,,,,,,,4 Monate,,2500 km,,,ADA,0,,0,deny,manual,492,,FALSCH,WAHR
,,,10608,Volkswagen-Polo-Allstar-1.0-TSI-DSG-Kurvenlicht--PDCv-h-SHZ,,,,,,,,5 Monate,,500 km,,,ADA,0,,0,deny,manual,396,,FALSCH,WAHR
,,,10513,Volkswagen-Polo-Allstar-1.0-TSI-DSG-Kurvenlicht--PDCv-h-SHZ,,,,,,,,5 Monate,,1000 km,,,ADA,0,,0,deny,manual,417,,FALSCH,WAHR
,,,10418,Volkswagen-Polo-Allstar-1.0-TSI-DSG-Kurvenlicht--PDCv-h-SHZ,,,,,,,,5 Monate,,1500 km,,,ADA,0,,0,deny,manual,438,,FALSCH,WAHR
,,,10323,Volkswagen-Polo-Allstar-1.0-TSI-DSG-Kurvenlicht--PDCv-h-SHZ,,,,,,,,5 Monate,,2000 km,,,ADA,0,,0,deny,manual,459,,FALSCH,WAHR
,,,10228,Volkswagen-Polo-Allstar-1.0-TSI-DSG-Kurvenlicht--PDCv-h-SHZ,,,,,,,,5 Monate,,2500 km,,,ADA,0,,0,deny,manual,480,,FALSCH,WAHR
,,,10472,Volkswagen-Polo-Allstar-1.0-TSI-DSG-Kurvenlicht--PDCv-h-SHZ,,,,,,,,6 Monate,,500 km,,,ADA,0,,0,deny,manual,388,,FALSCH,WAHR
,,,10358,Volkswagen-Polo-Allstar-1.0-TSI-DSG-Kurvenlicht--PDCv-h-SHZ,,,,,,,,6 Monate,,1000 km,,,ADA,0,,0,deny,manual,409,,FALSCH,WAHR
,,,10244,Volkswagen-Polo-Allstar-1.0-TSI-DSG-Kurvenlicht--PDCv-h-SHZ,,,,,,,,6 Monate,,1500 km,,,ADA,0,,0,deny,manual,430,,FALSCH,WAHR
,,,10130,Volkswagen-Polo-Allstar-1.0-TSI-DSG-Kurvenlicht--PDCv-h-SHZ,,,,,,,,6 Monate,,2000 km,,,ADA,0,,0,deny,manual,451,,FALSCH,WAHR
,,,10016,Volkswagen-Polo-Allstar-1.0-TSI-DSG-Kurvenlicht--PDCv-h-SHZ,,,,,,,,6 Monate,,2500 km,,,ADA,0,,0,deny,manual,491,,FALSCH,WAHR
,,,10335,Volkswagen-Polo-Allstar-1.0-TSI-DSG-Kurvenlicht--PDCv-h-SHZ,,,,,,,,7 Monate,,500 km,,,ADA,0,,0,deny,manual,398,,FALSCH,WAHR
,,,10202,Volkswagen-Polo-Allstar-1.0-TSI-DSG-Kurvenlicht--PDCv-h-SHZ,,,,,,,,7 Monate,,1000 km,,,ADA,0,,0,deny,manual,419,,FALSCH,WAHR
,,,10069,Volkswagen-Polo-Allstar-1.0-TSI-DSG-Kurvenlicht--PDCv-h-SHZ,,,,,,,,7 Monate,,1500 km,,,ADA,0,,0,deny,manual,440,,FALSCH,WAHR
,,,9937,Volkswagen-Polo-Allstar-1.0-TSI-DSG-Kurvenlicht--PDCv-h-SHZ,,,,,,,,7 Monate,,2000 km,,,ADA,0,,0,deny,manual,461,,FALSCH,WAHR
,,,9804,Volkswagen-Polo-Allstar-1.0-TSI-DSG-Kurvenlicht--PDCv-h-SHZ,,,,,,,,7 Monate,,2500 km,,,ADA,0,,0,deny,manual,482,,FALSCH,WAHR
,,,10199,Volkswagen-Polo-Allstar-1.0-TSI-DSG-Kurvenlicht--PDCv-h-SHZ,,,,,,,,8 Monate,,500 km,,,ADA,0,,0,deny,manual,392,,FALSCH,WAHR
,,,10047,Volkswagen-Polo-Allstar-1.0-TSI-DSG-Kurvenlicht--PDCv-h-SHZ,,,,,,,,8 Monate,,1000 km,,,ADA,0,,0,deny,manual,413,,FALSCH,WAHR
,,,9895,Volkswagen-Polo-Allstar-1.0-TSI-DSG-Kurvenlicht--PDCv-h-SHZ,,,,,,,,8 Monate,,1500 km,,,ADA,0,,0,deny,manual,434,,FALSCH,WAHR
,,,9743,Volkswagen-Polo-Allstar-1.0-TSI-DSG-Kurvenlicht--PDCv-h-SHZ,,,,,,,,8 Monate,,2000 km,,,ADA,0,,0,deny,manual,455,,FALSCH,WAHR
,,,9591,Volkswagen-Polo-Allstar-1.0-TSI-DSG-Kurvenlicht--PDCv-h-SHZ,,,,,,,,8 Monate,,2500 km,,,ADA,0,,0,deny,manual,476,,FALSCH,WAHR
,,,10062,Volkswagen-Polo-Allstar-1.0-TSI-DSG-Kurvenlicht--PDCv-h-SHZ,,,,,,,,9 Monate,,500 km,,,ADA,0,,0,deny,manual,387,,FALSCH,WAHR
,,,9892,Volkswagen-Polo-Allstar-1.0-TSI-DSG-Kurvenlicht--PDCv-h-SHZ,,,,,,,,9 Monate,,1000 km,,,ADA,0,,0,deny,manual,408,,FALSCH,WAHR
,,,9721,Volkswagen-Polo-Allstar-1.0-TSI-DSG-Kurvenlicht--PDCv-h-SHZ,,,,,,,,9 Monate,,1500 km,,,ADA,0,,0,deny,manual,429,,FALSCH,WAHR
,,,9550,Volkswagen-Polo-Allstar-1.0-TSI-DSG-Kurvenlicht--PDCv-h-SHZ,,,,,,,,9 Monate,,2000 km,,,ADA,0,,0,deny,manual,450,,FALSCH,WAHR
,,,9379,Volkswagen-Polo-Allstar-1.0-TSI-DSG-Kurvenlicht--PDCv-h-SHZ,,,,,,,,9 Monate,,2500 km,,,ADA,0,,0,deny,manual,471,,FALSCH,WAHR
,,,9926,Volkswagen-Polo-Allstar-1.0-TSI-DSG-Kurvenlicht--PDCv-h-SHZ,,,,,,,,10 Monate,,500 km,,,ADA,0,,0,deny,manual,383,,FALSCH,WAHR
,,,9736,Volkswagen-Polo-Allstar-1.0-TSI-DSG-Kurvenlicht--PDCv-h-SHZ,,,,,,,,10 Monate,,1000 km,,,ADA,0,,0,deny,manual,404,,FALSCH,WAHR
,,,9546,Volkswagen-Polo-Allstar-1.0-TSI-DSG-Kurvenlicht--PDCv-h-SHZ,,,,,,,,10 Monate,,1500 km,,,ADA,0,,0,deny,manual,425,,FALSCH,WAHR
,,,9357,Volkswagen-Polo-Allstar-1.0-TSI-DSG-Kurvenlicht--PDCv-h-SHZ,,,,,,,,10 Monate,,2000 km,,,ADA,0,,0,deny,manual,446,,FALSCH,WAHR
,,,9167,Volkswagen-Polo-Allstar-1.0-TSI-DSG-Kurvenlicht--PDCv-h-SHZ,,,,,,,,10 Monate,,2500 km,,,ADA,0,,0,deny,manual,467,,FALSCH,WAHR
,,,9790,Volkswagen-Polo-Allstar-1.0-TSI-DSG-Kurvenlicht--PDCv-h-SHZ,,,,,,,,11 Monate,,500 km,,,ADA,0,,0,deny,manual,380,,FALSCH,WAHR
,,,9581,Volkswagen-Polo-Allstar-1.0-TSI-DSG-Kurvenlicht--PDCv-h-SHZ,,,,,,,,11 Monate,,1000 km,,,ADA,0,,0,deny,manual,401,,FALSCH,WAHR
,,,9372,Volkswagen-Polo-Allstar-1.0-TSI-DSG-Kurvenlicht--PDCv-h-SHZ,,,,,,,,11 Monate,,1500 km,,,ADA,0,,0,deny,manual,422,,FALSCH,WAHR
,,,9163,Volkswagen-Polo-Allstar-1.0-TSI-DSG-Kurvenlicht--PDCv-h-SHZ,,,,,,,,11 Monate,,2000 km,,,ADA,0,,0,deny,manual,443,,FALSCH,WAHR
,,,8954,Volkswagen-Polo-Allstar-1.0-TSI-DSG-Kurvenlicht--PDCv-h-SHZ,,,,,,,,11 Monate,,2500 km,,,ADA,0,,0,deny,manual,464,,FALSCH,WAHR
,,,9653,Volkswagen-Polo-Allstar-1.0-TSI-DSG-Kurvenlicht--PDCv-h-SHZ,,,,,,,,12 Monate,,500 km,,,ADA,0,,0,deny,manual,378,,FALSCH,WAHR
,,,9425,Volkswagen-Polo-Allstar-1.0-TSI-DSG-Kurvenlicht--PDCv-h-SHZ,,,,,,,,12 Monate,,1000 km,,,ADA,0,,0,deny,manual,399,,FALSCH,WAHR
,,,9198,Volkswagen-Polo-Allstar-1.0-TSI-DSG-Kurvenlicht--PDCv-h-SHZ,,,,,,,,12 Monate,,1500 km,,,ADA,0,,0,deny,manual,419,,FALSCH,WAHR
,,,8970,Volkswagen-Polo-Allstar-1.0-TSI-DSG-Kurvenlicht--PDCv-h-SHZ,,,,,,,,12 Monate,,2000 km,,,ADA,0,,0,deny,manual,440,,FALSCH,WAHR
,,,8742,Volkswagen-Polo-Allstar-1.0-TSI-DSG-Kurvenlicht--PDCv-h-SHZ,,,,,,,,12 Monate,,2500 km,,,ADA,0,,0,deny,manual,461,,FALSCH,WAHR
Autohaus Dallgow GmbH,"Wilmsstrasse 120
14624 Dallgow-Döberitz
Deutschland",19980,19213,Volkswagen-Polo-Comfortline-1.0---LED---Navi---Keyless--PDC,Volkswagen Polo Comfortline 1.0   LED   Navi   Keyless  PDC,"<p>
<strong>Abholadresse</strong>
Wilmsstrasse 120
14624 Dallgow-Döberitz
Deutschland<br>
<strong>Fahrzeugzustand</strong>
<br>
<strong>Kategorie</strong>
Kleinwagen<br>
<strong>Herkunft</strong>
<br>
<strong>Kilometerstand</strong>
15.280 km<br>
<strong>Hubraum</strong>
999 cm³<br>
<strong>Leistung</strong>
70 kW (95 PS)<br>
<strong>Kraftstoffart</strong>
Benzin<br>
<strong>Verbrauch</strong><br>
ca. 4,6 l/100km (kombiniert)<br>
ca. 5,7 l/100km (innerorts)<br>
ca. 4,0 l/100km (außerorts)<br>
<strong>CO2-Emission</strong>
ca. 105 g/km (kombiniert)<br>
<strong>Anzahl der Türen</strong>
4/5<br>
<strong>Anzahl Sitzplätze</strong>
5<br>
<strong>Getriebe</strong>
Automatik<br>
<strong>Schadstoffklasse</strong>
Euro6<br>
<strong>Umweltplakette</strong>
4 (Grün)<br>
<strong>Erstzulassung</strong>
11/2019<br>
<strong>Anzahl der Fahrzeughalter</strong>
1<br>
<strong>HU</strong>
01/2021<br>
<strong>Klimatisierung</strong>
2-Zonen-Klimaautomatik<br>
<strong>Farbe (Hersteller)</strong>
Pure White<br>
<strong>Farbe</strong>
Weiß<br>
<strong>Innenausstattung</strong>
Stoff, Schwarz<br>
<strong>Weitere Eigenschaften</strong><br>
ABS, Alarmanlage, Armlehne, Berganfahrassistent, Bluetooth, Bordcomputer, CD-Spieler, Elektr. Fensterheber, Elektr. Seitenspiegel, Elektr. Wegfahrsperre, ESP, Freisprecheinrichtung, Garantie, Innenspiegel autom. abblendend, Isofix, LED-Scheinwerfer, LED-Tagfahrlicht, Lichtsensor, Müdigkeitswarner, Multifunktionslenkrad, Navigationssystem, Nichtraucher-Fahrzeug, Notbremsassistent, Regensensor, Reifendruckkontrolle, Scheckheftgepflegt, Schlüssellose Zentralverriegelung, Servolenkung, Sitzheizung, Touchscreen, Traktionskontrolle, Tuner/Radio, USB, Winterpaket, Zentralverriegelung
</p>",Volkswagen,,"Marke_Volkswagen, Typ_Kleinwagen, Alter_maximal 2 Jahre,Alter_maximal 5 Jahre,Alter_Alle, Kilometerstand_maximal 20.000 km,Kilometerstand_maximal 50.000 km,Kilometerstand_maximal 80.000 km,Kilometerstand_maximal 100.000 km, Leistung_70 bis 100 PS,Leistung_Alle, Schaltung_Automatik, Farbe_Weiß, Kraftstoff_Benzin, Zustand_Gebraucht, Preis_Premium (ab 400 €)",WAHR,Deine Abo Dauer,3 Monate,Dein monatliches Kilometerpaket,500 km,,,ADA,0,,0,deny,manual,569,,FALSCH,WAHR,,https://i.ebayimg.com/00/s/MTA4MFgxNDQw/z/NREAAOSwZsdeYMko/$_27.JPG,1,https://i.ebayimg.com/00/s/MTA4MFgxNDQw/z/0PQAAOSwt1ZeYMkn/$_27.JPG,2,https://i.ebayimg.com/00/s/MTA4MFgxNDQw/z/KYwAAOSw5jleYMko/$_27.JPG,3,https://i.ebayimg.com/00/s/MTA4MFgxNDQw/z/NREAAOSwZsdeYMko/$_27.JPG,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nil
,,,19113,Volkswagen-Polo-Comfortline-1.0---LED---Navi---Keyless--PDC,,,,,,,,3 Monate,,1000 km,,,ADA,0,,0,deny,manual,605,,FALSCH,WAHR
,,,19013,Volkswagen-Polo-Comfortline-1.0---LED---Navi---Keyless--PDC,,,,,,,,3 Monate,,1500 km,,,ADA,0,,0,deny,manual,642,,FALSCH,WAHR
,,,18913,Volkswagen-Polo-Comfortline-1.0---LED---Navi---Keyless--PDC,,,,,,,,3 Monate,,2000 km,,,ADA,0,,0,deny,manual,679,,FALSCH,WAHR
,,,18814,Volkswagen-Polo-Comfortline-1.0---LED---Navi---Keyless--PDC,,,,,,,,3 Monate,,2500 km,,,ADA,0,,0,deny,manual,716,,FALSCH,WAHR
,,,18991,Volkswagen-Polo-Comfortline-1.0---LED---Navi---Keyless--PDC,,,,,,,,4 Monate,,500 km,,,ADA,0,,0,deny,manual,549,,FALSCH,WAHR
,,,18858,Volkswagen-Polo-Comfortline-1.0---LED---Navi---Keyless--PDC,,,,,,,,4 Monate,,1000 km,,,ADA,0,,0,deny,manual,585,,FALSCH,WAHR
,,,18724,Volkswagen-Polo-Comfortline-1.0---LED---Navi---Keyless--PDC,,,,,,,,4 Monate,,1500 km,,,ADA,0,,0,deny,manual,622,,FALSCH,WAHR
,,,18591,Volkswagen-Polo-Comfortline-1.0---LED---Navi---Keyless--PDC,,,,,,,,4 Monate,,2000 km,,,ADA,0,,0,deny,manual,659,,FALSCH,WAHR
,,,18458,Volkswagen-Polo-Comfortline-1.0---LED---Navi---Keyless--PDC,,,,,,,,4 Monate,,2500 km,,,ADA,0,,0,deny,manual,696,,FALSCH,WAHR
,,,18769,Volkswagen-Polo-Comfortline-1.0---LED---Navi---Keyless--PDC,,,,,,,,5 Monate,,500 km,,,ADA,0,,0,deny,manual,537,,FALSCH,WAHR
,,,18602,Volkswagen-Polo-Comfortline-1.0---LED---Navi---Keyless--PDC,,,,,,,,5 Monate,,1000 km,,,ADA,0,,0,deny,manual,573,,FALSCH,WAHR
,,,18436,Volkswagen-Polo-Comfortline-1.0---LED---Navi---Keyless--PDC,,,,,,,,5 Monate,,1500 km,,,ADA,0,,0,deny,manual,610,,FALSCH,WAHR
,,,18269,Volkswagen-Polo-Comfortline-1.0---LED---Navi---Keyless--PDC,,,,,,,,5 Monate,,2000 km,,,ADA,0,,0,deny,manual,647,,FALSCH,WAHR
,,,18103,Volkswagen-Polo-Comfortline-1.0---LED---Navi---Keyless--PDC,,,,,,,,5 Monate,,2500 km,,,ADA,0,,0,deny,manual,684,,FALSCH,WAHR
,,,18546,Volkswagen-Polo-Comfortline-1.0---LED---Navi---Keyless--PDC,,,,,,,,6 Monate,,500 km,,,ADA,0,,0,deny,manual,529,,FALSCH,WAHR
,,,18346,Volkswagen-Polo-Comfortline-1.0---LED---Navi---Keyless--PDC,,,,,,,,6 Monate,,1000 km,,,ADA,0,,0,deny,manual,566,,FALSCH,WAHR
,,,18147,Volkswagen-Polo-Comfortline-1.0---LED---Navi---Keyless--PDC,,,,,,,,6 Monate,,1500 km,,,ADA,0,,0,deny,manual,602,,FALSCH,WAHR
,,,17947,Volkswagen-Polo-Comfortline-1.0---LED---Navi---Keyless--PDC,,,,,,,,6 Monate,,2000 km,,,ADA,0,,0,deny,manual,639,,FALSCH,WAHR
,,,17747,Volkswagen-Polo-Comfortline-1.0---LED---Navi---Keyless--PDC,,,,,,,,6 Monate,,2500 km,,,ADA,0,,0,deny,manual,694,,FALSCH,WAHR
,,,18324,Volkswagen-Polo-Comfortline-1.0---LED---Navi---Keyless--PDC,,,,,,,,7 Monate,,500 km,,,ADA,0,,0,deny,manual,539,,FALSCH,WAHR
,,,18091,Volkswagen-Polo-Comfortline-1.0---LED---Navi---Keyless--PDC,,,,,,,,7 Monate,,1000 km,,,ADA,0,,0,deny,manual,576,,FALSCH,WAHR
,,,17858,Volkswagen-Polo-Comfortline-1.0---LED---Navi---Keyless--PDC,,,,,,,,7 Monate,,1500 km,,,ADA,0,,0,deny,manual,612,,FALSCH,WAHR
,,,17625,Volkswagen-Polo-Comfortline-1.0---LED---Navi---Keyless--PDC,,,,,,,,7 Monate,,2000 km,,,ADA,0,,0,deny,manual,649,,FALSCH,WAHR
,,,17392,Volkswagen-Polo-Comfortline-1.0---LED---Navi---Keyless--PDC,,,,,,,,7 Monate,,2500 km,,,ADA,0,,0,deny,manual,686,,FALSCH,WAHR
,,,18102,Volkswagen-Polo-Comfortline-1.0---LED---Navi---Keyless--PDC,,,,,,,,8 Monate,,500 km,,,ADA,0,,0,deny,manual,533,,FALSCH,WAHR
,,,17835,Volkswagen-Polo-Comfortline-1.0---LED---Navi---Keyless--PDC,,,,,,,,8 Monate,,1000 km,,,ADA,0,,0,deny,manual,569,,FALSCH,WAHR
,,,17569,Volkswagen-Polo-Comfortline-1.0---LED---Navi---Keyless--PDC,,,,,,,,8 Monate,,1500 km,,,ADA,0,,0,deny,manual,606,,FALSCH,WAHR
,,,17302,Volkswagen-Polo-Comfortline-1.0---LED---Navi---Keyless--PDC,,,,,,,,8 Monate,,2000 km,,,ADA,0,,0,deny,manual,643,,FALSCH,WAHR
,,,17036,Volkswagen-Polo-Comfortline-1.0---LED---Navi---Keyless--PDC,,,,,,,,8 Monate,,2500 km,,,ADA,0,,0,deny,manual,680,,FALSCH,WAHR
,,,17879,Volkswagen-Polo-Comfortline-1.0---LED---Navi---Keyless--PDC,,,,,,,,9 Monate,,500 km,,,ADA,0,,0,deny,manual,528,,FALSCH,WAHR
,,,17580,Volkswagen-Polo-Comfortline-1.0---LED---Navi---Keyless--PDC,,,,,,,,9 Monate,,1000 km,,,ADA,0,,0,deny,manual,565,,FALSCH,WAHR
,,,17280,Volkswagen-Polo-Comfortline-1.0---LED---Navi---Keyless--PDC,,,,,,,,9 Monate,,1500 km,,,ADA,0,,0,deny,manual,601,,FALSCH,WAHR
,,,16980,Volkswagen-Polo-Comfortline-1.0---LED---Navi---Keyless--PDC,,,,,,,,9 Monate,,2000 km,,,ADA,0,,0,deny,manual,638,,FALSCH,WAHR
,,,16681,Volkswagen-Polo-Comfortline-1.0---LED---Navi---Keyless--PDC,,,,,,,,9 Monate,,2500 km,,,ADA,0,,0,deny,manual,675,,FALSCH,WAHR
,,,17657,Volkswagen-Polo-Comfortline-1.0---LED---Navi---Keyless--PDC,,,,,,,,10 Monate,,500 km,,,ADA,0,,0,deny,manual,524,,FALSCH,WAHR
,,,17324,Volkswagen-Polo-Comfortline-1.0---LED---Navi---Keyless--PDC,,,,,,,,10 Monate,,1000 km,,,ADA,0,,0,deny,manual,561,,FALSCH,WAHR
,,,16991,Volkswagen-Polo-Comfortline-1.0---LED---Navi---Keyless--PDC,,,,,,,,10 Monate,,1500 km,,,ADA,0,,0,deny,manual,597,,FALSCH,WAHR
,,,16658,Volkswagen-Polo-Comfortline-1.0---LED---Navi---Keyless--PDC,,,,,,,,10 Monate,,2000 km,,,ADA,0,,0,deny,manual,634,,FALSCH,WAHR
,,,16325,Volkswagen-Polo-Comfortline-1.0---LED---Navi---Keyless--PDC,,,,,,,,10 Monate,,2500 km,,,ADA,0,,0,deny,manual,671,,FALSCH,WAHR
,,,17435,Volkswagen-Polo-Comfortline-1.0---LED---Navi---Keyless--PDC,,,,,,,,11 Monate,,500 km,,,ADA,0,,0,deny,manual,521,,FALSCH,WAHR
,,,17068,Volkswagen-Polo-Comfortline-1.0---LED---Navi---Keyless--PDC,,,,,,,,11 Monate,,1000 km,,,ADA,0,,0,deny,manual,557,,FALSCH,WAHR
,,,16702,Volkswagen-Polo-Comfortline-1.0---LED---Navi---Keyless--PDC,,,,,,,,11 Monate,,1500 km,,,ADA,0,,0,deny,manual,594,,FALSCH,WAHR
,,,16336,Volkswagen-Polo-Comfortline-1.0---LED---Navi---Keyless--PDC,,,,,,,,11 Monate,,2000 km,,,ADA,0,,0,deny,manual,631,,FALSCH,WAHR
,,,15970,Volkswagen-Polo-Comfortline-1.0---LED---Navi---Keyless--PDC,,,,,,,,11 Monate,,2500 km,,,ADA,0,,0,deny,manual,668,,FALSCH,WAHR
,,,17212,Volkswagen-Polo-Comfortline-1.0---LED---Navi---Keyless--PDC,,,,,,,,12 Monate,,500 km,,,ADA,0,,0,deny,manual,518,,FALSCH,WAHR
,,,16813,Volkswagen-Polo-Comfortline-1.0---LED---Navi---Keyless--PDC,,,,,,,,12 Monate,,1000 km,,,ADA,0,,0,deny,manual,555,,FALSCH,WAHR
,,,16413,Volkswagen-Polo-Comfortline-1.0---LED---Navi---Keyless--PDC,,,,,,,,12 Monate,,1500 km,,,ADA,0,,0,deny,manual,592,,FALSCH,WAHR
,,,16014,Volkswagen-Polo-Comfortline-1.0---LED---Navi---Keyless--PDC,,,,,,,,12 Monate,,2000 km,,,ADA,0,,0,deny,manual,628,,FALSCH,WAHR
,,,15614,Volkswagen-Polo-Comfortline-1.0---LED---Navi---Keyless--PDC,,,,,,,,12 Monate,,2500 km,,,ADA,0,,0,deny,manual,665,,FALSCH,WAHR
