Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item
Renault-Clio-IV-IV-0-9-TCe-90-Limited-Deluxe-EURO6,,,,,,,,4 Monate,,500 km,,,ADA,0,,0,deny,manual,367,,FALSCH,WAHR
Renault-Clio-IV-IV-0-9-TCe-90-Limited-Deluxe-EURO6,,,,,,,,4 Monate,,1000 km,,,ADA,0,,0,deny,manual,387,,FALSCH,WAHR
Renault-Clio-IV-IV-0-9-TCe-90-Limited-Deluxe-EURO6,,,,,,,,4 Monate,,1500 km,,,ADA,0,,0,deny,manual,406,,FALSCH,WAHR
Renault-Clio-IV-IV-0-9-TCe-90-Limited-Deluxe-EURO6,,,,,,,,4 Monate,,2000 km,,,ADA,0,,0,deny,manual,426,,FALSCH,WAHR
Renault-Clio-IV-IV-0-9-TCe-90-Limited-Deluxe-EURO6,,,,,,,,4 Monate,,2500 km,,,ADA,0,,0,deny,manual,445,,FALSCH,WAHR
Renault-Clio-IV-IV-0-9-TCe-90-Limited-Deluxe-EURO6,,,,,,,,5 Monate,,500 km,,,ADA,0,,0,deny,manual,361,,FALSCH,WAHR
Renault-Clio-IV-IV-0-9-TCe-90-Limited-Deluxe-EURO6,,,,,,,,5 Monate,,1000 km,,,ADA,0,,0,deny,manual,380,,FALSCH,WAHR
Renault-Clio-IV-IV-0-9-TCe-90-Limited-Deluxe-EURO6,,,,,,,,5 Monate,,1500 km,,,ADA,0,,0,deny,manual,400,,FALSCH,WAHR
Renault-Clio-IV-IV-0-9-TCe-90-Limited-Deluxe-EURO6,,,,,,,,5 Monate,,2000 km,,,ADA,0,,0,deny,manual,419,,FALSCH,WAHR
Renault-Clio-IV-IV-0-9-TCe-90-Limited-Deluxe-EURO6,,,,,,,,5 Monate,,2500 km,,,ADA,0,,0,deny,manual,439,,FALSCH,WAHR
Renault-Clio-IV-IV-0-9-TCe-90-Limited-Deluxe-EURO6,,,,,,,,6 Monate,,500 km,,,ADA,0,,0,deny,manual,356,,FALSCH,WAHR
Renault-Clio-IV-IV-0-9-TCe-90-Limited-Deluxe-EURO6,,,,,,,,6 Monate,,1000 km,,,ADA,0,,0,deny,manual,376,,FALSCH,WAHR
Renault-Clio-IV-IV-0-9-TCe-90-Limited-Deluxe-EURO6,,,,,,,,6 Monate,,1500 km,,,ADA,0,,0,deny,manual,395,,FALSCH,WAHR
Renault-Clio-IV-IV-0-9-TCe-90-Limited-Deluxe-EURO6,,,,,,,,6 Monate,,2000 km,,,ADA,0,,0,deny,manual,415,,FALSCH,WAHR
Renault-Clio-IV-IV-0-9-TCe-90-Limited-Deluxe-EURO6,,,,,,,,6 Monate,,2500 km,,,ADA,0,,0,deny,manual,456,,FALSCH,WAHR
Renault-Clio-IV-IV-0-9-TCe-90-Limited-Deluxe-EURO6,,,,,,,,7 Monate,,500 km,,,ADA,0,,0,deny,manual,372,,FALSCH,WAHR
Renault-Clio-IV-IV-0-9-TCe-90-Limited-Deluxe-EURO6,,,,,,,,7 Monate,,1000 km,,,ADA,0,,0,deny,manual,391,,FALSCH,WAHR
Renault-Clio-IV-IV-0-9-TCe-90-Limited-Deluxe-EURO6,,,,,,,,7 Monate,,1500 km,,,ADA,0,,0,deny,manual,411,,FALSCH,WAHR
Renault-Clio-IV-IV-0-9-TCe-90-Limited-Deluxe-EURO6,,,,,,,,7 Monate,,2000 km,,,ADA,0,,0,deny,manual,431,,FALSCH,WAHR
Renault-Clio-IV-IV-0-9-TCe-90-Limited-Deluxe-EURO6,,,,,,,,7 Monate,,2500 km,,,ADA,0,,0,deny,manual,450,,FALSCH,WAHR
Renault-Clio-IV-IV-0-9-TCe-90-Limited-Deluxe-EURO6,,,,,,,,8 Monate,,500 km,,,ADA,0,,0,deny,manual,367,,FALSCH,WAHR
Renault-Clio-IV-IV-0-9-TCe-90-Limited-Deluxe-EURO6,,,,,,,,8 Monate,,1000 km,,,ADA,0,,0,deny,manual,387,,FALSCH,WAHR
Renault-Clio-IV-IV-0-9-TCe-90-Limited-Deluxe-EURO6,,,,,,,,8 Monate,,1500 km,,,ADA,0,,0,deny,manual,406,,FALSCH,WAHR
Renault-Clio-IV-IV-0-9-TCe-90-Limited-Deluxe-EURO6,,,,,,,,8 Monate,,2000 km,,,ADA,0,,0,deny,manual,426,,FALSCH,WAHR
Renault-Clio-IV-IV-0-9-TCe-90-Limited-Deluxe-EURO6,,,,,,,,8 Monate,,2500 km,,,ADA,0,,0,deny,manual,445,,FALSCH,WAHR
Renault-Clio-IV-IV-0-9-TCe-90-Limited-Deluxe-EURO6,,,,,,,,9 Monate,,500 km,,,ADA,0,,0,deny,manual,364,,FALSCH,WAHR
Renault-Clio-IV-IV-0-9-TCe-90-Limited-Deluxe-EURO6,,,,,,,,9 Monate,,1000 km,,,ADA,0,,0,deny,manual,383,,FALSCH,WAHR
Renault-Clio-IV-IV-0-9-TCe-90-Limited-Deluxe-EURO6,,,,,,,,9 Monate,,1500 km,,,ADA,0,,0,deny,manual,403,,FALSCH,WAHR
Renault-Clio-IV-IV-0-9-TCe-90-Limited-Deluxe-EURO6,,,,,,,,9 Monate,,2000 km,,,ADA,0,,0,deny,manual,422,,FALSCH,WAHR
Renault-Clio-IV-IV-0-9-TCe-90-Limited-Deluxe-EURO6,,,,,,,,9 Monate,,2500 km,,,ADA,0,,0,deny,manual,442,,FALSCH,WAHR
Renault-Clio-IV-IV-0-9-TCe-90-Limited-Deluxe-EURO6,,,,,,,,10 Monate,,500 km,,,ADA,0,,0,deny,manual,361,,FALSCH,WAHR
Renault-Clio-IV-IV-0-9-TCe-90-Limited-Deluxe-EURO6,,,,,,,,10 Monate,,1000 km,,,ADA,0,,0,deny,manual,380,,FALSCH,WAHR
Renault-Clio-IV-IV-0-9-TCe-90-Limited-Deluxe-EURO6,,,,,,,,10 Monate,,1500 km,,,ADA,0,,0,deny,manual,400,,FALSCH,WAHR
Renault-Clio-IV-IV-0-9-TCe-90-Limited-Deluxe-EURO6,,,,,,,,10 Monate,,2000 km,,,ADA,0,,0,deny,manual,419,,FALSCH,WAHR
Renault-Clio-IV-IV-0-9-TCe-90-Limited-Deluxe-EURO6,,,,,,,,10 Monate,,2500 km,,,ADA,0,,0,deny,manual,439,,FALSCH,WAHR
Renault-Clio-IV-IV-0-9-TCe-90-Limited-Deluxe-EURO6,,,,,,,,11 Monate,,500 km,,,ADA,0,,0,deny,manual,358,,FALSCH,WAHR
Renault-Clio-IV-IV-0-9-TCe-90-Limited-Deluxe-EURO6,,,,,,,,11 Monate,,1000 km,,,ADA,0,,0,deny,manual,378,,FALSCH,WAHR
Renault-Clio-IV-IV-0-9-TCe-90-Limited-Deluxe-EURO6,,,,,,,,11 Monate,,1500 km,,,ADA,0,,0,deny,manual,397,,FALSCH,WAHR
Renault-Clio-IV-IV-0-9-TCe-90-Limited-Deluxe-EURO6,,,,,,,,11 Monate,,2000 km,,,ADA,0,,0,deny,manual,417,,FALSCH,WAHR
Renault-Clio-IV-IV-0-9-TCe-90-Limited-Deluxe-EURO6,,,,,,,,11 Monate,,2500 km,,,ADA,0,,0,deny,manual,437,,FALSCH,WAHR
Renault-Clio-IV-IV-0-9-TCe-90-Limited-Deluxe-EURO6,,,,,,,,12 Monate,,500 km,,,ADA,0,,0,deny,manual,356,,FALSCH,WAHR
Renault-Clio-IV-IV-0-9-TCe-90-Limited-Deluxe-EURO6,,,,,,,,12 Monate,,1000 km,,,ADA,0,,0,deny,manual,376,,FALSCH,WAHR
Renault-Clio-IV-IV-0-9-TCe-90-Limited-Deluxe-EURO6,,,,,,,,12 Monate,,1500 km,,,ADA,0,,0,deny,manual,395,,FALSCH,WAHR
Renault-Clio-IV-IV-0-9-TCe-90-Limited-Deluxe-EURO6,,,,,,,,12 Monate,,2000 km,,,ADA,0,,0,deny,manual,415,,FALSCH,WAHR
Renault-Clio-IV-IV-0-9-TCe-90-Limited-Deluxe-EURO6,,,,,,,,12 Monate,,2500 km,,,ADA,0,,0,deny,manual,435,,FALSCH,WAHR
Renault-Kadjar-1-3-TCe-140-GPF-BUSINESS-Edition-EDC,Renault Kadjar 1 3 TCe 140 GPF BUSINESS Edition EDC,"<p>
<strong>Abholadresse</strong>
Kolonnenstr. 31
10829 Berlin
Deutschland<br>
<strong>Fahrzeugzustand</strong>
Unfallfrei<br>
<strong>Kategorie</strong>
SUV / Geländewagen / Pickup<br>
<strong>Herkunft</strong>
Deutsche Ausführung<br>
<strong>Kilometerstand</strong>
14.800 km<br>
<strong>Hubraum</strong>
1.332 cm³<br>
<strong>Leistung</strong>
103 kW (140 PS)<br>
<strong>Kraftstoffart</strong>
Benzin<br>
<strong>Verbrauch</strong><br>
ca. 5,6 l/100km (kombiniert)<br>
ca. 6,8 l/100km (innerorts)<br>
ca. 4,9 l/100km (außerorts)<br>
<strong>CO2-Emission</strong>
ca. 133 g/km (kombiniert)<br>
<strong>Anzahl der Türen</strong>
4/5<br>
<strong>Anzahl Sitzplätze</strong>
5<br>
<strong>Getriebe</strong>
Automatik<br>
<strong>Schadstoffklasse</strong>
Euro6d-TEMP<br>
<strong>Umweltplakette</strong>
4 (Grün)<br>
<strong>Erstzulassung</strong>
03/2019<br>
<strong>Anzahl der Fahrzeughalter</strong>
1<br>
<strong>HU</strong>
03/2022<br>
<strong>Klimatisierung</strong>
Klimaautomatik<br>
<strong>Farbe (Hersteller)</strong>
Ural-Grün<br>
<strong>Farbe</strong>
Grün Metallic<br>
<strong>Innenausstattung</strong>
Stoff, Schwarz<br>
<strong>Weitere Eigenschaften</strong><br>
ABS, Allwetterreifen, Ambiente-Beleuchtung, Armlehne, Berganfahrassistent, Bluetooth, Bordcomputer, Dachreling, Elektr. Fensterheber, Elektr. Seitenspiegel, Elektr. Wegfahrsperre, ESP, Freisprecheinrichtung, Garantie, Geschwindigkeitsbegrenzer, Isofix, Lederlenkrad, LED-Tagfahrlicht, Leichtmetallfelgen, Lichtsensor, Lordosenstütze, Multifunktionslenkrad, Navigationssystem, Nebelscheinwerfer, Pannenkit, Partikelfilter, Radio DAB, Raucherpaket, Regensensor, Reifendruckkontrolle, Scheckheftgepflegt, Servolenkung, Sitzheizung, Soundsystem, Spurhalteassistent, Start/Stopp-Automatik, Tempomat, Touchscreen, Traktionskontrolle, Tuner/Radio, USB, Winterpaket, Zentralverriegelung
</p>",Renault,,"Marke_Renault, Typ_SUV, Alter_maximal 2 Jahre,Alter_maximal 5 Jahre,Alter_Alle, Kilometerstand_maximal 20.000 km,Kilometerstand_maximal 50.000 km,Kilometerstand_maximal 80.000 km,Kilometerstand_maximal 100.000 km, Leistung_100 bis 150 PS,Leistung_Alle, Schaltung_Automatik, Farbe_Grün, Kraftstoff_Benzin, Zustand_Gebraucht, Preis_Premium (ab 400 €)",WAHR,Deine Abo Dauer,3 Monate,Dein monatliches Kilometerpaket,500 km,,,ADA,0,,0,deny,manual,630,,FALSCH,WAHR,,https://i.ebayimg.com/00/s/NzIwWDEyODA=/z/MDUAAOSwOmBeb8mh/$_27.JPG,1,https://i.ebayimg.com/00/s/NzIwWDEyODA=/z/gqoAAOSwNaxeb8mh/$_27.JPG,2,https://i.ebayimg.com/00/s/NzIwWDEyODA=/z/YZAAAOSwme5eb8mi/$_27.JPG,3,https://i.ebayimg.com/00/s/NzIwWDEyODA=/z/5wcAAOSwJe9eb8mg/$_27.JPG,4,https://i.ebayimg.com/00/s/NzIwWDEyODA=/z/OGAAAOSwKk5eb8mh/$_27.JPG,5,https://i.ebayimg.com/00/s/NzIwWDEyODA=/z/7gQAAOSw~exeb8mg/$_27.JPG,6,https://i.ebayimg.com/00/s/NzIwWDEyODA=/z/LWcAAOSwnfVeb8mg/$_27.JPG,7,https://i.ebayimg.com/00/s/NzIwWDEyODA=/z/G00AAOSwXjteb8mh/$_27.JPG,8,https://i.ebayimg.com/00/s/NzIwWDEyODA=/z/18UAAOSwSWZeb8mi/$_27.JPG,9,https://i.ebayimg.com/00/s/NzIwWDEyODA=/z/iDUAAOSwUAVeb8mg/$_27.JPG,10,https://i.ebayimg.com/00/s/NzIwWDEyODA=/z/kGIAAOSwpGpeb8mg/$_27.JPG,11,https://i.ebayimg.com/00/s/NzIwWDEyODA=/z/SlcAAOSwT-Neb8mg/$_27.JPG,12,https://i.ebayimg.com/00/s/NzIwWDEyODA=/z/MDUAAOSwOmBeb8mh/$_27.JPG,13,,,,,,,,,,,,,,,,,nil
Renault-Kadjar-1-3-TCe-140-GPF-BUSINESS-Edition-EDC,,,,,,,,3 Monate,,1000 km,,,ADA,0,,0,deny,manual,672,,FALSCH,WAHR
Renault-Kadjar-1-3-TCe-140-GPF-BUSINESS-Edition-EDC,,,,,,,,3 Monate,,1500 km,,,ADA,0,,0,deny,manual,715,,FALSCH,WAHR
Renault-Kadjar-1-3-TCe-140-GPF-BUSINESS-Edition-EDC,,,,,,,,3 Monate,,2000 km,,,ADA,0,,0,deny,manual,757,,FALSCH,WAHR
Renault-Kadjar-1-3-TCe-140-GPF-BUSINESS-Edition-EDC,,,,,,,,3 Monate,,2500 km,,,ADA,0,,0,deny,manual,800,,FALSCH,WAHR
Renault-Kadjar-1-3-TCe-140-GPF-BUSINESS-Edition-EDC,,,,,,,,4 Monate,,500 km,,,ADA,0,,0,deny,manual,619,,FALSCH,WAHR
Renault-Kadjar-1-3-TCe-140-GPF-BUSINESS-Edition-EDC,,,,,,,,4 Monate,,1000 km,,,ADA,0,,0,deny,manual,662,,FALSCH,WAHR
Renault-Kadjar-1-3-TCe-140-GPF-BUSINESS-Edition-EDC,,,,,,,,4 Monate,,1500 km,,,ADA,0,,0,deny,manual,704,,FALSCH,WAHR
Renault-Kadjar-1-3-TCe-140-GPF-BUSINESS-Edition-EDC,,,,,,,,4 Monate,,2000 km,,,ADA,0,,0,deny,manual,746,,FALSCH,WAHR
Renault-Kadjar-1-3-TCe-140-GPF-BUSINESS-Edition-EDC,,,,,,,,4 Monate,,2500 km,,,ADA,0,,0,deny,manual,789,,FALSCH,WAHR
Renault-Kadjar-1-3-TCe-140-GPF-BUSINESS-Edition-EDC,,,,,,,,5 Monate,,500 km,,,ADA,0,,0,deny,manual,613,,FALSCH,WAHR
Renault-Kadjar-1-3-TCe-140-GPF-BUSINESS-Edition-EDC,,,,,,,,5 Monate,,1000 km,,,ADA,0,,0,deny,manual,655,,FALSCH,WAHR
Renault-Kadjar-1-3-TCe-140-GPF-BUSINESS-Edition-EDC,,,,,,,,5 Monate,,1500 km,,,ADA,0,,0,deny,manual,697,,FALSCH,WAHR
Renault-Kadjar-1-3-TCe-140-GPF-BUSINESS-Edition-EDC,,,,,,,,5 Monate,,2000 km,,,ADA,0,,0,deny,manual,740,,FALSCH,WAHR
Renault-Kadjar-1-3-TCe-140-GPF-BUSINESS-Edition-EDC,,,,,,,,5 Monate,,2500 km,,,ADA,0,,0,deny,manual,782,,FALSCH,WAHR
Renault-Kadjar-1-3-TCe-140-GPF-BUSINESS-Edition-EDC,,,,,,,,6 Monate,,500 km,,,ADA,0,,0,deny,manual,608,,FALSCH,WAHR
Renault-Kadjar-1-3-TCe-140-GPF-BUSINESS-Edition-EDC,,,,,,,,6 Monate,,1000 km,,,ADA,0,,0,deny,manual,651,,FALSCH,WAHR
Renault-Kadjar-1-3-TCe-140-GPF-BUSINESS-Edition-EDC,,,,,,,,6 Monate,,1500 km,,,ADA,0,,0,deny,manual,693,,FALSCH,WAHR
Renault-Kadjar-1-3-TCe-140-GPF-BUSINESS-Edition-EDC,,,,,,,,6 Monate,,2000 km,,,ADA,0,,0,deny,manual,735,,FALSCH,WAHR
Renault-Kadjar-1-3-TCe-140-GPF-BUSINESS-Edition-EDC,,,,,,,,6 Monate,,2500 km,,,ADA,0,,0,deny,manual,800,,FALSCH,WAHR
Renault-Kadjar-1-3-TCe-140-GPF-BUSINESS-Edition-EDC,,,,,,,,7 Monate,,500 km,,,ADA,0,,0,deny,manual,624,,FALSCH,WAHR
Renault-Kadjar-1-3-TCe-140-GPF-BUSINESS-Edition-EDC,,,,,,,,7 Monate,,1000 km,,,ADA,0,,0,deny,manual,666,,FALSCH,WAHR
Renault-Kadjar-1-3-TCe-140-GPF-BUSINESS-Edition-EDC,,,,,,,,7 Monate,,1500 km,,,ADA,0,,0,deny,manual,709,,FALSCH,WAHR
Renault-Kadjar-1-3-TCe-140-GPF-BUSINESS-Edition-EDC,,,,,,,,7 Monate,,2000 km,,,ADA,0,,0,deny,manual,751,,FALSCH,WAHR
Renault-Kadjar-1-3-TCe-140-GPF-BUSINESS-Edition-EDC,,,,,,,,7 Monate,,2500 km,,,ADA,0,,0,deny,manual,793,,FALSCH,WAHR
Renault-Kadjar-1-3-TCe-140-GPF-BUSINESS-Edition-EDC,,,,,,,,8 Monate,,500 km,,,ADA,0,,0,deny,manual,619,,FALSCH,WAHR
Renault-Kadjar-1-3-TCe-140-GPF-BUSINESS-Edition-EDC,,,,,,,,8 Monate,,1000 km,,,ADA,0,,0,deny,manual,662,,FALSCH,WAHR
Renault-Kadjar-1-3-TCe-140-GPF-BUSINESS-Edition-EDC,,,,,,,,8 Monate,,1500 km,,,ADA,0,,0,deny,manual,704,,FALSCH,WAHR
Renault-Kadjar-1-3-TCe-140-GPF-BUSINESS-Edition-EDC,,,,,,,,8 Monate,,2000 km,,,ADA,0,,0,deny,manual,746,,FALSCH,WAHR
Renault-Kadjar-1-3-TCe-140-GPF-BUSINESS-Edition-EDC,,,,,,,,8 Monate,,2500 km,,,ADA,0,,0,deny,manual,789,,FALSCH,WAHR
Renault-Kadjar-1-3-TCe-140-GPF-BUSINESS-Edition-EDC,,,,,,,,9 Monate,,500 km,,,ADA,0,,0,deny,manual,616,,FALSCH,WAHR
Renault-Kadjar-1-3-TCe-140-GPF-BUSINESS-Edition-EDC,,,,,,,,9 Monate,,1000 km,,,ADA,0,,0,deny,manual,658,,FALSCH,WAHR
Renault-Kadjar-1-3-TCe-140-GPF-BUSINESS-Edition-EDC,,,,,,,,9 Monate,,1500 km,,,ADA,0,,0,deny,manual,700,,FALSCH,WAHR
Renault-Kadjar-1-3-TCe-140-GPF-BUSINESS-Edition-EDC,,,,,,,,9 Monate,,2000 km,,,ADA,0,,0,deny,manual,743,,FALSCH,WAHR
Renault-Kadjar-1-3-TCe-140-GPF-BUSINESS-Edition-EDC,,,,,,,,9 Monate,,2500 km,,,ADA,0,,0,deny,manual,785,,FALSCH,WAHR
Renault-Kadjar-1-3-TCe-140-GPF-BUSINESS-Edition-EDC,,,,,,,,10 Monate,,500 km,,,ADA,0,,0,deny,manual,613,,FALSCH,WAHR
Renault-Kadjar-1-3-TCe-140-GPF-BUSINESS-Edition-EDC,,,,,,,,10 Monate,,1000 km,,,ADA,0,,0,deny,manual,655,,FALSCH,WAHR
Renault-Kadjar-1-3-TCe-140-GPF-BUSINESS-Edition-EDC,,,,,,,,10 Monate,,1500 km,,,ADA,0,,0,deny,manual,697,,FALSCH,WAHR
Renault-Kadjar-1-3-TCe-140-GPF-BUSINESS-Edition-EDC,,,,,,,,10 Monate,,2000 km,,,ADA,0,,0,deny,manual,740,,FALSCH,WAHR
Renault-Kadjar-1-3-TCe-140-GPF-BUSINESS-Edition-EDC,,,,,,,,10 Monate,,2500 km,,,ADA,0,,0,deny,manual,782,,FALSCH,WAHR
Renault-Kadjar-1-3-TCe-140-GPF-BUSINESS-Edition-EDC,,,,,,,,11 Monate,,500 km,,,ADA,0,,0,deny,manual,610,,FALSCH,WAHR
Renault-Kadjar-1-3-TCe-140-GPF-BUSINESS-Edition-EDC,,,,,,,,11 Monate,,1000 km,,,ADA,0,,0,deny,manual,653,,FALSCH,WAHR
Renault-Kadjar-1-3-TCe-140-GPF-BUSINESS-Edition-EDC,,,,,,,,11 Monate,,1500 km,,,ADA,0,,0,deny,manual,695,,FALSCH,WAHR
Renault-Kadjar-1-3-TCe-140-GPF-BUSINESS-Edition-EDC,,,,,,,,11 Monate,,2000 km,,,ADA,0,,0,deny,manual,737,,FALSCH,WAHR
Renault-Kadjar-1-3-TCe-140-GPF-BUSINESS-Edition-EDC,,,,,,,,11 Monate,,2500 km,,,ADA,0,,0,deny,manual,780,,FALSCH,WAHR
Renault-Kadjar-1-3-TCe-140-GPF-BUSINESS-Edition-EDC,,,,,,,,12 Monate,,500 km,,,ADA,0,,0,deny,manual,608,,FALSCH,WAHR
Renault-Kadjar-1-3-TCe-140-GPF-BUSINESS-Edition-EDC,,,,,,,,12 Monate,,1000 km,,,ADA,0,,0,deny,manual,651,,FALSCH,WAHR
Renault-Kadjar-1-3-TCe-140-GPF-BUSINESS-Edition-EDC,,,,,,,,12 Monate,,1500 km,,,ADA,0,,0,deny,manual,693,,FALSCH,WAHR
Renault-Kadjar-1-3-TCe-140-GPF-BUSINESS-Edition-EDC,,,,,,,,12 Monate,,2000 km,,,ADA,0,,0,deny,manual,735,,FALSCH,WAHR
Renault-Kadjar-1-3-TCe-140-GPF-BUSINESS-Edition-EDC,,,,,,,,12 Monate,,2500 km,,,ADA,0,,0,deny,manual,778,,FALSCH,WAHR
Renault-Kadjar-1-5-dCi-110-BUSINESS-Edition-EDC-EURO6,Renault Kadjar 1 5 dCi 110 BUSINESS Edition EDC EURO6,"<p>
<strong>Abholadresse</strong>
Kolonnenstr. 31
10829 Berlin
Deutschland<br>
<strong>Fahrzeugzustand</strong>
Unfallfrei<br>
<strong>Kategorie</strong>
SUV / Geländewagen / Pickup<br>
<strong>Herkunft</strong>
Deutsche Ausführung<br>
<strong>Kilometerstand</strong>
36.100 km<br>
<strong>Hubraum</strong>
1.461 cm³<br>
<strong>Leistung</strong>
81 kW (110 PS)<br>
<strong>Kraftstoffart</strong>
Diesel<br>
<strong>Verbrauch</strong><br>
ca. 3,9 l/100km (kombiniert)<br>
ca. 4,2 l/100km (innerorts)<br>
ca. 3,8 l/100km (außerorts)<br>
<strong>CO2-Emission</strong>
ca. 103 g/km (kombiniert)<br>
<strong>Anzahl der Türen</strong>
4/5<br>
<strong>Anzahl Sitzplätze</strong>
5<br>
<strong>Getriebe</strong>
Automatik<br>
<strong>Schadstoffklasse</strong>
Euro6<br>
<strong>Umweltplakette</strong>
4 (Grün)<br>
<strong>Erstzulassung</strong>
03/2018<br>
<strong>Anzahl der Fahrzeughalter</strong>
2<br>
<strong>HU</strong>
Neu<br>
<strong>Klimatisierung</strong>
2-Zonen-Klimaautomatik<br>
<strong>Farbe (Hersteller)</strong>
Perlmutt-Weiß<br>
<strong>Farbe</strong>
Weiß Metallic<br>
<strong>Innenausstattung</strong>
Stoff, Schwarz<br>
<strong>Weitere Eigenschaften</strong><br>
ABS, Allwetterreifen, Android Auto, Apple CarPlay, Armlehne, Beheizbare Frontscheibe, Berganfahrassistent, Bluetooth, Bordcomputer, Dachreling, Elektr. Fensterheber, Elektr. Seitenspiegel, ESP, Fernlichtassistent, Freisprecheinrichtung, Garantie, Geschwindigkeitsbegrenzer, Isofix, Lederlenkrad, LED-Tagfahrlicht, Leichtmetallfelgen, Lichtsensor, Lordosenstütze, Multifunktionslenkrad, Navigationssystem, Nebelscheinwerfer, Partikelfilter, Radio DAB, Regensensor, Reifendruckkontrolle, Scheckheftgepflegt, Sitzheizung, Start/Stopp-Automatik, Tempomat, Touchscreen, Traktionskontrolle, Tuner/Radio, USB, Zentralverriegelung
</p>",Renault,,"Marke_Renault, Typ_SUV, Alter_maximal 5 Jahre,Alter_Alle, Kilometerstand_maximal 50.000 km,Kilometerstand_maximal 80.000 km,Kilometerstand_maximal 100.000 km, Leistung_100 bis 150 PS,Leistung_Alle, Schaltung_Automatik, Farbe_Weiß, Kraftstoff_Diesel, Zustand_Gebraucht, Preis_Premium (ab 400 €)",WAHR,Deine Abo Dauer,3 Monate,Dein monatliches Kilometerpaket,500 km,,,ADA,0,,0,deny,manual,548,,FALSCH,WAHR,,https://i.ebayimg.com/00/s/NzIwWDEyODA=/z/6s0AAOSwEU5ezqIV/$_27.JPG,1,https://i.ebayimg.com/00/s/NzIwWDEyODA=/z/Y3kAAOSwtQxezqIV/$_27.JPG,2,https://i.ebayimg.com/00/s/NzIwWDEyODA=/z/viEAAOSwhkNezqIU/$_27.JPG,3,https://i.ebayimg.com/00/s/NzIwWDEyODA=/z/RugAAOSwTfdezqIV/$_27.JPG,4,https://i.ebayimg.com/00/s/NzIwWDEyODA=/z/BecAAOSwlQ5ezqIV/$_27.JPG,5,https://i.ebayimg.com/00/s/NzIwWDEyODA=/z/AFkAAOSwP79ezqIV/$_27.JPG,6,https://i.ebayimg.com/00/s/NzIwWDEyODA=/z/tm8AAOSwjWRezqIV/$_27.JPG,7,https://i.ebayimg.com/00/s/NzIwWDEyODA=/z/56sAAOSw~7lezqIV/$_27.JPG,8,https://i.ebayimg.com/00/s/NzIwWDEyODA=/z/~5YAAOSwvWZezqIU/$_27.JPG,9,https://i.ebayimg.com/00/s/NzIwWDEyODA=/z/uM0AAOSwqRFezqIV/$_27.JPG,10,https://i.ebayimg.com/00/s/NzIwWDEyODA=/z/DOoAAOSwKiRezqIU/$_27.JPG,11,https://i.ebayimg.com/00/s/NzIwWDEyODA=/z/HRYAAOSwku9ezqIV/$_27.JPG,12,https://i.ebayimg.com/00/s/NzIwWDEyODA=/z/8skAAOSwu2RezqIV/$_27.JPG,13,https://i.ebayimg.com/00/s/NzIwWDEyODA=/z/jkMAAOSwMyBezqIV/$_27.JPG,14,https://i.ebayimg.com/00/s/NzIwWDEyODA=/z/6s0AAOSwEU5ezqIV/$_27.JPG,15,,,,,,,,,,,,,nil
Renault-Kadjar-1-5-dCi-110-BUSINESS-Edition-EDC-EURO6,,,,,,,,3 Monate,,1000 km,,,ADA,0,,0,deny,manual,585,,FALSCH,WAHR
Renault-Kadjar-1-5-dCi-110-BUSINESS-Edition-EDC-EURO6,,,,,,,,3 Monate,,1500 km,,,ADA,0,,0,deny,manual,622,,FALSCH,WAHR
Renault-Kadjar-1-5-dCi-110-BUSINESS-Edition-EDC-EURO6,,,,,,,,3 Monate,,2000 km,,,ADA,0,,0,deny,manual,659,,FALSCH,WAHR
Renault-Kadjar-1-5-dCi-110-BUSINESS-Edition-EDC-EURO6,,,,,,,,3 Monate,,2500 km,,,ADA,0,,0,deny,manual,696,,FALSCH,WAHR
Renault-Kadjar-1-5-dCi-110-BUSINESS-Edition-EDC-EURO6,,,,,,,,4 Monate,,500 km,,,ADA,0,,0,deny,manual,537,,FALSCH,WAHR
Renault-Kadjar-1-5-dCi-110-BUSINESS-Edition-EDC-EURO6,,,,,,,,4 Monate,,1000 km,,,ADA,0,,0,deny,manual,574,,FALSCH,WAHR
